Metric,Value
Algorithm,DErand1bin
Function,sphere
Dimensions,30
Population Size,50
Max Iterations,1000
Mutation F,0.8
Crossover CR,0.9
Best Fitness,896.3345958413876
Execution Time (s),0.4637320041656494
""
Best Solution
x[0],-0.05975204686378166
x[1],7.625847879843169
x[2],-10.757082592352376
x[3],-2.5623199027992656
x[4],1.0487681303911371
x[5],-1.5714762443051846
x[6],-3.657784815910877
x[7],5.502879003337646
x[8],-0.2847442104844662
x[9],6.877141635736071
x[10],9.117658708953451
x[11],-9.941821674143473
x[12],1.7907007518893598
x[13],-5.464934908362309
x[14],3.280375741224253
x[15],-6.369321105290949
x[16],1.1050182566127846
x[17],8.32935646256711
x[18],3.377799617376454
x[19],5.5110399642265975
x[20],0.9982196300143427
x[21],-6.196903920529042
x[22],-0.9541956953738886
x[23],7.4625156066504985
x[24],-1.4935743149512648
x[25],-0.14521775704867146
x[26],-4.154562605761843
x[27],-10.288896518122778
x[28],4.597118828206892
x[29],0.18046019306371086
