name;kind;labels;parent;children;is_bus;default
Bed-plate;node;default;;;False;1
Car & Guide rail brackets;node;default;;;False;1
Car Door;node;default;;;False;1
Car electrification;node;default;;;False;1
Car floor;node;default;;;False;1
Car guide rails;node;default;;;False;1
Car interior;node;default;;;False;1
Car operating panel;node;default;;;False;1
Car shell;node;default;;;False;1
Car signalization;node;default;;;False;1
Car sling;node;default;;;False;1
Control panel;node;default;;;False;1
Counterweight guide rails;node;default;;;False;1
Counterweight screen;node;default;;;False;1
Counterweight sling;node;default;;;False;1
Drive panel;node;default;;;False;1
Electric cable bundle;node;default;;;False;1
Electrical system 10;node;default;;;False;1
Electrical system 11;node;default;;;False;1
Electrical system 12;node;default;;;False;1
Electrical system 13;node;default;;;False;1
Electrical system 8;node;default;;;False;1
Electrical system 9;node;default;;;False;1
Filler 3;node;default;;;False;1
Filler bits;node;default;;;False;1
Filler mix;node;default;;;False;1
Fish plates;node;default;;;False;1
Hoisting machinery;node;default;;;False;1
Installation accessories package;node;default;;;False;1
Landing Door;node;default;;;False;1
Landing signalization;node;default;;;False;1
Machinery isolation;node;default;;;False;1
Overspeed governor;node;default;;;False;1
Pit (toe guard) panel;node;default;;;False;1
Pit equipment;node;default;;;False;1
Pit ladder;node;default;;;False;1
Pit safety devices;node;default;;;False;1
Positioning system;node;default;;;False;1
Rope guards;node;default;;;False;1
Rope termination brackets;node;default;;;False;1
Ropes, hoisting & compensation;node;default;;;False;1
Structural Building Elements;node;default;;;False;1
Toe guard;node;default;;;False;1
Traveling cable;node;default;;;False;1
Traveling cable fixings;node;default;;;False;1
