name;kind;labels;parent;children;is_bus;default
Bed-plate (incl upper beam assy);node;default;;;False;1
Bracket 3;node;default;;;False;1
Bracket 4;node;default;;;False;1
Bracket 5;node;default;;;False;1
Bundle 1;node;default;;;False;1
Bundle 2;node;default;;;False;1
Bundle 3;node;default;;;False;1
Bundle 4;node;default;;;False;1
Bundle 5;node;default;;;False;1
Car & Counterweight Buffer;node;default;;;False;1
Car Door 1;node;default;;;False;1
Car Door 10;node;default;;;False;1
Car Door 11;node;default;;;False;1
Car Door 2;node;default;;;False;1
Car Door 3;node;default;;;False;1
Car Door 4;node;default;;;False;1
Car Door 5;node;default;;;False;1
Car Door 6;node;default;;;False;1
Car Door 7;node;default;;;False;1
Car Door 8;node;default;;;False;1
Car Door 9;node;default;;;False;1
Car OSG Component 1;node;default;;;False;1
Car OSG Component 3;node;default;;;False;1
Car OSG Component 5;node;default;;;False;1
Car Sling Component 1;node;default;;;False;1
Car Sling Component 10;node;default;;;False;1
Car Sling Component 11;node;default;;;False;1
Car Sling Component 12;node;default;;;False;1
Car Sling Component 2;node;default;;;False;1
Car Sling Component 3;node;default;;;False;1
Car Sling Component 4;node;default;;;False;1
Car Sling Component 5;node;default;;;False;1
Car Sling Component 6;node;default;;;False;1
Car Sling Component 7;node;default;;;False;1
Car Sling Component 8;node;default;;;False;1
Car Sling Component 9;node;default;;;False;1
Car brackets & clips;node;default;;;False;1
Car component 1;node;default;;;False;1
Car component 10;node;default;;;False;1
Car component 11;node;default;;;False;1
Car component 12;node;default;;;False;1
Car component 13;node;default;;;False;1
Car component 14;node;default;;;False;1
Car component 15;node;default;;;False;1
Car component 16;node;default;;;False;1
Car component 17;node;default;;;False;1
Car component 18;node;default;;;False;1
Car component 19;node;default;;;False;1
Car component 2;node;default;;;False;1
Car component 3;node;default;;;False;1
Car component 4;node;default;;;False;1
Car component 5;node;default;;;False;1
Car component 6;node;default;;;False;1
Car component 7;node;default;;;False;1
Car component 8;node;default;;;False;1
Car component 9;node;default;;;False;1
Car electrification 1;node;default;;;False;1
Car electrification 2;node;default;;;False;1
Car electrification 3;node;default;;;False;1
Car floor 1;node;default;;;False;1
Car floor 2;node;default;;;False;1
Car floor 3;node;default;;;False;1
Car floor 4;node;default;;;False;1
Car floor 5;node;default;;;False;1
Car guide rails;node;default;;;False;1
Car operating panel;node;default;;;False;1
Car signalization;node;default;;;False;1
Car w/ hw;node;default;;;False;1
Control Panel component 1;node;default;;;False;1
Control Panel component 10;node;default;;;False;1
Control Panel component 2;node;default;;;False;1
Control Panel component 3;node;default;;;False;1
Control Panel component 4;node;default;;;False;1
Control Panel component 5;node;default;;;False;1
Control Panel component 6;node;default;;;False;1
Control Panel component 7;node;default;;;False;1
Control Panel component 8;node;default;;;False;1
Control Panel component 9;node;default;;;False;1
Counterweight OSG component 2;node;default;;;False;1
Counterweight OSG component 4;node;default;;;False;1
Counterweight OSG component 6;node;default;;;False;1
Counterweight Sling Component 1;node;default;;;False;1
Counterweight Sling Component 10;node;default;;;False;1
Counterweight Sling Component 11;node;default;;;False;1
Counterweight Sling Component 2;node;default;;;False;1
Counterweight Sling Component 3;node;default;;;False;1
Counterweight Sling Component 4;node;default;;;False;1
Counterweight Sling Component 5;node;default;;;False;1
Counterweight Sling Component 6;node;default;;;False;1
Counterweight Sling Component 7;node;default;;;False;1
Counterweight Sling Component 8;node;default;;;False;1
Counterweight Sling Component 9;node;default;;;False;1
Counterweight brackets & clips;node;default;;;False;1
Counterweight guide rails;node;default;;;False;1
Counterweight screen;node;default;;;False;1
Counterweight w/ hw;node;default;;;False;1
Dividing beam assy;node;default;;;False;1
Drive panel 1;node;default;;;False;1
Drive panel 2;node;default;;;False;1
Drive panel 3;node;default;;;False;1
Drive panel 4;node;default;;;False;1
Drive panel 5;node;default;;;False;1
Drive panel 6;node;default;;;False;1
Drive panel 7;node;default;;;False;1
Electrical system 10;node;default;;;False;1
Electrical system 11;node;default;;;False;1
Electrical system 12;node;default;;;False;1
Electrical system 13;node;default;;;False;1
Electrical system 8;node;default;;;False;1
Electrical system 9;node;default;;;False;1
Filler 1;node;default;;;False;1
Filler 2;node;default;;;False;1
Filler 3;node;default;;;False;1
Filler bits;node;default;;;False;1
Installation accessories 1;node;default;;;False;1
Interior 1;node;default;;;False;1
Interior 2;node;default;;;False;1
Interior 3;node;default;;;False;1
Interior 4;node;default;;;False;1
Interior 5;node;default;;;False;1
Landing Door 1;node;default;;;False;1
Landing Door 10;node;default;;;False;1
Landing Door 11;node;default;;;False;1
Landing Door 12;node;default;;;False;1
Landing Door 13;node;default;;;False;1
Landing Door 14;node;default;;;False;1
Landing Door 15;node;default;;;False;1
Landing Door 2;node;default;;;False;1
Landing Door 3;node;default;;;False;1
Landing Door 4;node;default;;;False;1
Landing Door 5;node;default;;;False;1
Landing Door 6;node;default;;;False;1
Landing Door 7;node;default;;;False;1
Landing Door 8;node;default;;;False;1
Landing Door 9;node;default;;;False;1
Landing signalization;node;default;;;False;1
Low Top and Pit safety devices;node;default;;;False;1
Machinery 1;node;default;;;False;1
Machinery 10;node;default;;;False;1
Machinery 2;node;default;;;False;1
Machinery 3;node;default;;;False;1
Machinery 4;node;default;;;False;1
Machinery 5;node;default;;;False;1
Machinery 6;node;default;;;False;1
Machinery 7;node;default;;;False;1
Machinery 8;node;default;;;False;1
Machinery 9;node;default;;;False;1
Machinery isolation;node;default;;;False;1
OSG component 7;node;default;;;False;1
OSG component 8;node;default;;;False;1
Pit (toe guard) panel;node;default;;;False;1
Pit equipment accessories 1;node;default;;;False;1
Pit equipment accessories 2;node;default;;;False;1
Pit equipment accessories 3;node;default;;;False;1
Pit equipment accessories 4;node;default;;;False;1
Pit equipment accessories 5;node;default;;;False;1
Pit ladder;node;default;;;False;1
Pit safety 1;node;default;;;False;1
Pit safety 2;node;default;;;False;1
Pit safety 3;node;default;;;False;1
Positioning system 1;node;default;;;False;1
Positioning system 2;node;default;;;False;1
Positioning system 3;node;default;;;False;1
Rope 1;node;default;;;False;1
Rope 2;node;default;;;False;1
Rope 3;node;default;;;False;1
Rope 4;node;default;;;False;1
Rope guards/rope retainer;node;default;;;False;1
Rope termination 1;node;default;;;False;1
Rope termination 2;node;default;;;False;1
Rope termination 3;node;default;;;False;1
Support plate;node;default;;;False;1
Toe guard;node;default;;;False;1
Traveling cable;node;default;;;False;1
Traveling cable fixings;node;default;;;False;1
