sample_id,doi_link
A04,https://doi.org/10.57703/ce-2zkhc
A05,https://doi.org/10.57703/ce-8jd28
A06,https://doi.org/10.57703/ce-nnq3q
A07,https://doi.org/10.57703/ce-jby4n
A12,https://doi.org/10.57703/ce-yyqr8
A13,https://doi.org/10.57703/ce-ymk2f
A14,https://doi.org/10.57703/ce-9tw5p
A15,https://doi.org/10.57703/ce-4dk9j
A24,https://doi.org/10.57703/ce-4vd8a
A25,https://doi.org/10.57703/ce-jgd92
A26,https://doi.org/10.57703/ce-ca6e4
A27,https://doi.org/10.57703/ce-gwqcv
A28,https://doi.org/10.57703/ce-2yy2m
A31,https://doi.org/10.57703/ce-vm7j8
A32,https://doi.org/10.57703/ce-yzphg
A33,https://doi.org/10.57703/ce-m7dsz
A34,https://doi.org/10.57703/ce-z66n5
A35,https://doi.org/10.57703/ce-p2pa2
A36,https://doi.org/10.57703/ce-4774m
A46,https://doi.org/10.57703/ce-ja9vy
A48,https://doi.org/10.57703/ce-96wza
A49,https://doi.org/10.57703/ce-zbuxt
A50,https://doi.org/10.57703/ce-5feeg
A51,https://doi.org/10.57703/ce-b2zqr
A52,https://doi.org/10.57703/ce-8aptu
A54,https://doi.org/10.57703/ce-juks5
A55,https://doi.org/10.57703/ce-yfwdt
A57,https://doi.org/10.57703/ce-pvtjv
A58,https://doi.org/10.57703/ce-gzcpb
A62,https://doi.org/10.57703/ce-g6k63
A65,https://doi.org/10.57703/ce-nc8r6
A66,https://doi.org/10.57703/ce-brkvb
A67,https://doi.org/10.57703/ce-54sde
A68,https://doi.org/10.57703/ce-b5dn7
A71,https://doi.org/10.57703/ce-gxq27
A72,https://doi.org/10.57703/ce-6wquv
A73,https://doi.org/10.57703/ce-pgc9y
A74,https://doi.org/10.57703/ce-6b7w2
A75,https://doi.org/10.57703/ce-m8kk8
A77,https://doi.org/10.57703/ce-gyeq4
A81,https://doi.org/10.57703/ce-vuqw6
A84,https://doi.org/10.57703/ce-bjwk4
A85,https://doi.org/10.57703/ce-czdp6
B15,https://doi.org/10.57703/ce-yrwe2
B56,https://doi.org/10.57703/ce-cgvff
B66,https://doi.org/10.57703/ce-w6sxx
B67,https://doi.org/10.57703/ce-mejnd
C12,https://doi.org/10.57703/ce-vz6zt
C13,https://doi.org/10.57703/ce-nk8ca
C23,https://doi.org/10.57703/ce-mk9gx
C24,https://doi.org/10.57703/ce-j2kdk
C25,https://doi.org/10.57703/ce-p5wt9
C26,https://doi.org/10.57703/ce-8v65g
C27,https://doi.org/10.57703/ce-45pqf
C29,https://doi.org/10.57703/ce-c4dpe
C31,https://doi.org/10.57703/ce-mskuh
C35,https://doi.org/10.57703/ce-w5qjr
C36,https://doi.org/10.57703/ce-ru6h2
C38,https://doi.org/10.57703/ce-z5p8f
C40,https://doi.org/10.57703/ce-4z96q
C44,https://doi.org/10.57703/ce-j76kv
C45,https://doi.org/10.57703/ce-wf6c7
C46,https://doi.org/10.57703/ce-9s62r
C47,https://doi.org/10.57703/ce-5xpp8
C48,https://doi.org/10.57703/ce-v8pkz
C49,https://doi.org/10.57703/ce-6ntsk
C52,https://doi.org/10.57703/ce-gjqcf
C53,https://doi.org/10.57703/ce-n79yw
C54,https://doi.org/10.57703/ce-94ufu
C55,https://doi.org/10.57703/ce-4bk9t
C55,https://doi.org/10.57703/ce-4bk9t
C57,https://doi.org/10.57703/ce-zpf3x
C62,https://doi.org/10.57703/ce-9rqnk
C65,https://doi.org/10.57703/ce-nv75c
C71,https://doi.org/10.57703/ce-jkqez
C76,https://doi.org/10.57703/ce-vqvec
C77,https://doi.org/10.57703/ce-7nutg
C85,https://doi.org/10.57703/ce-jxtz9
C86,https://doi.org/10.57703/ce-9ceux
D33,https://doi.org/10.57703/ce-cm6tz
D41,https://doi.org/10.57703/ce-82trb
D42,https://doi.org/10.57703/ce-m6446
D45,https://doi.org/10.57703/ce-cecur
D46,https://doi.org/10.57703/ce-n4ybj
D51,https://doi.org/10.57703/ce-neqkh
D54,https://doi.org/10.57703/ce-55z7n
D56,https://doi.org/10.57703/ce-n8dh4
D61,https://doi.org/10.57703/ce-2rqak
D62,https://doi.org/10.57703/ce-gbzt2
D63,https://doi.org/10.57703/ce-rv9nh
D64,https://doi.org/10.57703/ce-pxvze
D65,https://doi.org/10.57703/ce-99sej
D66,https://doi.org/10.57703/ce-bfk4q
P12,https://doi.org/10.57703/ce-8ewkk
P13,https://doi.org/10.57703/ce-y7waw
P14,https://doi.org/10.57703/ce-2ny2d
P15,https://doi.org/10.57703/ce-9ypwm
P16,https://doi.org/10.57703/ce-zhshn
P17,https://doi.org/10.57703/ce-8yw3z
P21,https://doi.org/10.57703/ce-w9km4
P22,https://doi.org/10.57703/ce-8q696
P23,https://doi.org/10.57703/ce-42v37
P24,https://doi.org/10.57703/ce-bd6ga
P25,https://doi.org/10.57703/ce-wsvyb
P26,https://doi.org/10.57703/ce-j88jm
P27,https://doi.org/10.57703/ce-9xzhy
P28,https://doi.org/10.57703/ce-2w7b6
P31,https://doi.org/10.57703/ce-2bc3f
P32,https://doi.org/10.57703/ce-9dcrv
P33,https://doi.org/10.57703/ce-wvc8q
P34,https://doi.org/10.57703/ce-634ms
P35,https://doi.org/10.57703/ce-mnjjn
P36,https://doi.org/10.57703/ce-76fkw
P37,https://doi.org/10.57703/ce-rq9mv
P38,https://doi.org/10.57703/ce-8dvdx
P42,https://doi.org/10.57703/ce-6mdzu
P43,https://doi.org/10.57703/ce-286x3
P44,https://doi.org/10.57703/ce-z9v43
P45,https://doi.org/10.57703/ce-vydcs
P46,https://doi.org/10.57703/ce-bkdm3
P48,https://doi.org/10.57703/ce-6gker
P49,https://doi.org/10.57703/ce-gtknz
P50,https://doi.org/10.57703/ce-97qn4
P54,https://doi.org/10.57703/ce-mhte7
P55,https://doi.org/10.57703/ce-zjc2z
P56,https://doi.org/10.57703/ce-wtstw
P57,https://doi.org/10.57703/ce-y5v5y
P58,https://doi.org/10.57703/ce-4kpqv
P59,https://doi.org/10.57703/ce-9fqm5
P62,https://doi.org/10.57703/ce-2m8ns
P63,https://doi.org/10.57703/ce-88chw
P64,https://doi.org/10.57703/ce-2eyjb
P65,https://doi.org/10.57703/ce-rkcac
P66,https://doi.org/10.57703/ce-6446m
P76,https://doi.org/10.57703/ce-9pvbq
P77,https://doi.org/10.57703/ce-bxwxu
P78,https://doi.org/10.57703/ce-cc7va
P83,https://doi.org/10.57703/ce-yqztx
P84,https://doi.org/10.57703/ce-vgtvd
P86,https://doi.org/10.57703/ce-grv9n
Q32,https://doi.org/10.57703/ce-yucyd
Q33,https://doi.org/10.57703/ce-je7pg
Q36,https://doi.org/10.57703/ce-4uvkr
Q41,https://doi.org/10.57703/ce-93u39
Q45,https://doi.org/10.57703/ce-pfsfk
Q46,https://doi.org/10.57703/ce-6k63h
Q48,https://doi.org/10.57703/ce-zfz9b
Q49,https://doi.org/10.57703/ce-m4774
Q50,https://doi.org/10.57703/ce-vfcs2
Q53,https://doi.org/10.57703/ce-2g9rn
Q57,https://doi.org/10.57703/ce-7medy
Q67,https://doi.org/10.57703/ce-yss35
Q68,https://doi.org/10.57703/ce-vjkyy
Q78,https://doi.org/10.57703/ce-gfvgd
Q81,https://doi.org/10.57703/ce-pskch
Q82,https://doi.org/10.57703/ce-cqk5w
Q94,https://doi.org/10.57703/ce-g56v8
R31,https://doi.org/10.57703/ce-wdp9p
R32,https://doi.org/10.57703/ce-c7twj
R34,https://doi.org/10.57703/ce-53ssy
R42,https://doi.org/10.57703/ce-ratbn
R43,https://doi.org/10.57703/ce-yx68s
R44,https://doi.org/10.57703/ce-vvvt5
R45,https://doi.org/10.57703/ce-yvzuc
R46,https://doi.org/10.57703/ce-jcqt3
R50,https://doi.org/10.57703/ce-6c6fq
R52,https://doi.org/10.57703/ce-prdmr
R55,https://doi.org/10.57703/ce-5tvvv
R57,https://doi.org/10.57703/ce-rddrm
R58,https://doi.org/10.57703/ce-vp76h
R66,https://doi.org/10.57703/ce-z4wgs
R67,https://doi.org/10.57703/ce-8xd6f
R71,https://doi.org/10.57703/ce-y3p7e
R73,https://doi.org/10.57703/ce-bmc7j
R74,https://doi.org/10.57703/ce-m375u
S21,https://doi.org/10.57703/ce-m9ypw
S22,https://doi.org/10.57703/ce-wje3u
S24,https://doi.org/10.57703/ce-pqtn3
S25,https://doi.org/10.57703/ce-wxek9
S26,https://doi.org/10.57703/ce-cecur
S68,https://doi.org/10.57703/ce-mj88j
S69,https://doi.org/10.57703/ce-8ckbp
