序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,日期
1,000536,华映科技,9.960159301757812,5.52,917247776,15252215488.32,15268501055.999998,6.014906883239746,224547505,092500,093345,2,1/1,1,光学光电,2025-12-15
2,000890,法尔胜,10.051107406616211,6.46,82261718,2709912157.16,2709995633.28,3.03558611869812,378625690,092500,092500,0,3/3,3,通用设备,2025-12-15
3,001208,华菱线缆,9.975520133972168,17.97,140726664,4733257513.59,11471157263.039999,2.9731462001800537,791192145,092500,092500,0,3/3,3,电网设备,2025-12-15
4,001331,胜通能源,9.981515884399414,17.85,5710233,2996580870.15,5037984000.0,0.1905582696199417,624016365,092500,092500,0,2/2,2,物流行业,2025-12-15
5,002300,太阳电缆,10.009354591369629,11.76,139182023,8493897646.08,8494644264.96,1.638611912727356,307433377,092500,092500,0,10/6,2,电网设备,2025-12-15
6,002471,中超控股,9.98116683959961,5.84,201049399,7813203215.92,7993558400.0,2.5732007026672363,439426320,092500,092500,0,3/3,3,电网设备,2025-12-15
7,002639,雪人集团,10.022026062011719,19.98,2507672496,12999373733.880001,15436591476.48,19.381784439086914,264794760,092500,094600,2,3/3,3,通用设备,2025-12-15
8,600192,长城电工,10.0204496383667,10.76,94803562,4753208480.0,4753208480.0,1.994517207145691,167137877,092501,092501,0,2/2,2,电网设备,2025-12-15
9,601700,风范股份,10.0,6.16,102231606,7036239672.0,7036239696.64,1.4529296159744263,111909089,092502,092502,0,2/2,2,电网设备,2025-12-15
10,000995,皇台酒业,10.024450302124023,13.5,307126688,2395008000.0,2395008000.0,12.876274108886719,10104736,093009,093606,1,1/1,1,酿酒行业,2025-12-15
11,002374,中锐股份,10.081744194030762,4.04,402396688,4384245503.32,4384245491.2,9.327320098876953,62881792,093118,093136,1,2/2,2,包装材料,2025-12-15
12,600936,广西广电,9.975668907165527,4.52,1098873872,7553038600.28,7553038604.799999,14.797768592834473,28003208,093142,143818,29,3/3,3,文化传媒,2025-12-15
13,600865,百大集团,10.016834259033203,13.07,817024208,4917460930.12,4917460982.400001,17.177825927734375,59414337,093200,102521,2,3/3,3,商业百货,2025-12-15
14,002329,皇氏集团,10.052909851074219,4.16,262247025,2705617923.84,3462800573.44,9.89012336730957,101289040,093212,093212,0,1/1,1,食品饮料,2025-12-15
15,001318,阳光乳业,9.97286319732666,16.21,119838291,4581918600.0,4581918600.0,2.667795181274414,78941241,093242,093242,0,1/1,1,食品饮料,2025-12-15
16,002083,孚日股份,10.02921199798584,11.3,591105312,10693478285.6,10697020790.400002,5.6324639320373535,140708865,093321,093321,0,4/2,1,纺织服装,2025-12-15
17,000825,太钢不锈,9.954751014709473,4.86,686090160,27683764288.56,27683764346.88,2.504136562347412,91844790,093342,094221,2,1/1,1,钢铁行业,2025-12-15
18,002792,通宇通讯,10.0,32.01,3186796304,10671703721.58,16788813761.279999,30.355846405029297,315279678,093354,100448,2,1/1,1,通信设备,2025-12-15
19,300423,昇辉科技,20.0,10.26,1166031552,3420278555.58,5104465896.96,35.21235275268555,5616016,093457,145639,1,1/1,1,电网设备,2025-12-15
20,002382,蓝帆医疗,10.0,5.72,141051004,5718271696.28,5760795589.12,2.4979312419891357,78818802,093554,093554,0,1/1,1,医疗器械,2025-12-15
21,600135,乐凯胶片,9.965237617492676,9.49,306652896,5250884369.51,5250884416.96,5.956676006317139,57848098,093612,093612,0,1/1,1,塑料制品,2025-12-15
22,605388,均瑶健康,10.041841506958008,7.89,167212352,4737818760.0,4737818760.0,3.602590799331665,92969392,093808,093808,0,1/1,1,食品饮料,2025-12-15
23,300997,欢乐家,19.982698440551758,27.74,530295552,10707841281.439999,12135514113.279999,5.20045804977417,125239913,093939,093939,0,1/1,1,食品饮料,2025-12-15
24,600151,航天机电,10.0,16.94,2309561696,24296233741.780003,24296233758.72,9.82856273651123,190191037,094335,094335,0,12/7,2,光伏设备,2025-12-15
25,600113,浙江东日,10.006901741027832,63.76,572567760,26232850761.6,26854223586.559998,2.2318673133850098,62922129,094550,095608,3,1/1,1,综合行业,2025-12-15
26,600408,安泰集团,10.065646171569824,5.03,647090416,5064204000.0,5064204000.0,13.155919075012207,97558258,094601,094601,0,1/1,1,煤炭行业,2025-12-15
27,000061,农 产 品,9.967496871948242,10.15,279078416,17223870010.9,20147356180.0,1.6583788394927979,25924246,094812,094812,0,1/1,1,贸易行业,2025-12-15
28,600271,航天信息,10.0,9.68,862272160,17935923295.84,17935923315.2,4.929190158843994,83541584,095116,111643,1,1/1,1,互联网服,2025-12-15
29,600737,中粮糖业,9.994050979614258,18.49,1199018880,39547303735.71999,39547303661.759995,3.0940446853637695,50808671,095720,102702,1,1/1,1,食品饮料,2025-12-15
30,603601,再升科技,9.964412689208984,9.27,3288328896,9549609684.39,9549609749.279999,35.29386901855469,1206434,095824,150000,16,6/6,6,玻璃玻纤,2025-12-15
31,603871,嘉友国际,10.038609504699707,14.25,385289472,19494123376.5,19494123348.0,2.001248359680176,35428364,100045,100045,0,1/1,1,物流行业,2025-12-15
32,688720,艾森股份,20.003559112548828,67.43,933794128,3801994832.4600005,5942830711.620001,25.529521942138672,40916456,100538,111741,3,1/1,1,半导体,2025-12-15
33,600187,国中水务,9.876543045043945,2.67,188422391,4308795545.01,4308795547.68,4.466094017028809,59962972,100553,100553,0,1/1,1,公用事业,2025-12-15
34,000007,全新好,10.047392845153809,11.61,393914736,4022261790.8399997,4022261837.2799997,9.961346626281738,2967516,100739,130321,3,1/1,1,房地产服,2025-12-15
35,000620,盈新发展,10.037175178527832,2.96,1054113552,13828376492.4,17380572897.28,7.865440845489502,136794988,100827,100827,0,1/1,1,房地产开,2025-12-15
36,002115,三维通信,9.963768005371094,12.14,2040774864,9131653758.48,9845434721.92,22.974395751953125,156216148,100927,103854,2,1/1,1,互联网服,2025-12-15
37,601778,晶科科技,10.089020729064941,3.71,911114864,13248387647.25,13248387621.28,7.024416923522949,94193561,101141,102950,1,1/1,1,电力行业,2025-12-15
38,002307,北新路桥,9.942638397216797,5.75,605666848,7292676596.5,7292676608.0,8.488407135009766,78158226,101524,101524,0,1/1,1,工程建设,2025-12-15
39,002674,兴业科技,10.008271217346191,13.3,149189891,3891096571.6000004,3930827555.2000003,3.9460129737854004,72115260,101609,101609,0,1/1,1,纺织服装,2025-12-15
40,300118,东方日升,20.017953872680664,13.37,2301166976,12391664689.599998,15241985254.72,19.256935119628906,81010741,101918,101918,0,1/1,1,光伏设备,2025-12-15
41,002676,顺威股份,10.037641525268555,8.77,260352363,6314193545.429999,6314400000.0,4.2711052894592285,74725662,102106,102106,0,1/1,1,家电行业,2025-12-15
42,600399,抚顺特钢,10.0,5.72,905852416,11280412000.0,11280412000.0,8.184891700744629,58310909,102213,102213,0,1/1,1,钢铁行业,2025-12-15
43,001317,三羊马,10.006980895996094,47.27,399483536,1655307572.3400002,4044695271.46,24.914073944091797,29484567,102224,102224,0,1/1,1,物流行业,2025-12-15
44,920665,科强股份,29.967426300048828,19.95,418904624,1278229776.6,2593300500.0,34.914207458496094,8197993,103101,141719,10,1/1,1,橡胶制品,2025-12-15
45,002053,云南能投,10.0,12.21,246945174,11242027085.19,11242106853.12,2.2605106830596924,105481799,103733,103733,0,1/1,1,综合行业,2025-12-15
46,002413,雷科防务,10.033076286315918,9.98,5475497984,12904932412.0,13143556527.36,44.54987335205078,66284166,103951,135000,20,16/8,1,通信设备,2025-12-15
47,600879,航天电子,10.013908386230469,15.82,7244239616,52194915463.88,52194915368.96,14.292220115661621,531581804,104103,112759,2,1/1,1,航天航空,2025-12-15
48,000850,华茂股份,9.90783405303955,4.77,243444690,4500003112.83,4501282088.16,5.534491539001465,51148614,104509,104509,0,1/1,1,纺织服装,2025-12-15
49,000950,重药控股,10.048623085021973,6.79,1350147296,11734374085.84,11734374140.16,12.308680534362793,69932756,110521,111109,1,4/3,1,医药商业,2025-12-15
50,603311,金海高科,9.974424362182617,12.9,79798286,3042902400.3,3042902400.3,2.708008289337158,51534777,110937,110937,0,1/1,1,家电行业,2025-12-15
51,002697,红旗连锁,10.070671081542969,6.23,1256126592,7132742575.000001,8472800000.000001,17.946849822998047,4750375,111042,145618,7,1/1,1,商业百货,2025-12-15
52,002187,广百股份,9.956075668334961,7.51,413753920,5263718693.83,5263718746.4,8.11463451385498,85766903,111557,111557,0,1/1,1,商业百货,2025-12-15
53,605339,南侨食品,10.020769119262695,21.19,251177969,8990718153.04,8990718322.560001,2.8988535404205322,59454902,130254,130254,0,1/1,1,食品饮料,2025-12-15
54,920857,泓禧科技,29.99654769897461,37.66,173039557,2787109344.3199997,2787109344.3199997,6.64794397354126,52223912,130455,130455,0,1/1,1,电子元件,2025-12-15
55,600186,莲花控股,10.03787899017334,5.81,909298368,10394893470.71,10417952460.16,8.969380378723145,79304245,130613,133046,1,1/1,1,食品饮料,2025-12-15
56,601828,美凯龙,9.923664093017578,2.88,268514384,10406727472.32,12541630464.0,2.713710308074951,56815516,133003,133003,0,5/3,1,商业百货,2025-12-15
57,600232,金鹰股份,9.957324981689453,7.73,371210944,2819274345.1200004,2819274345.1200004,13.972996711730957,15708063,135359,135359,0,1/1,1,纺织服装,2025-12-15
58,601208,东材科技,10.025189399719238,21.84,1930660960,22235693494.56,22235693625.6,9.161401748657227,117051480,141133,141133,0,1/1,1,塑料制品,2025-12-15
59,601908,京运通,10.025707244873047,4.28,595341568,10334500245.08,10334500257.92,6.027469635009766,97413390,143745,143745,0,1/1,1,光伏设备,2025-12-15
