id,public
somconnexio.Router4G,true
somconnexio.Fibra1Gb,true
somconnexio.Fibra300Mb,true
somconnexio.SenseFixFibra300Mb,true
somconnexio.Fibra600Mb,true
somconnexio.Fibra1GbEiE,true
somconnexio.Fibra300MbEiE,true
somconnexio.SenseFixFibra300MbEiE,true
somconnexio.Fibra600MbEiE,true
somconnexio.SenseMinutsSenseDades,true
somconnexio.SenseMinuts1GB,true
somconnexio.150MinSenseDades,true
somconnexio.150Min1GB,true
somconnexio.150MinSenseDadesInfants,true
somconnexio.TrucadesIllimitades100GB,true
somconnexio.TrucadesIllimitades12GB,true
somconnexio.TrucadesIllimitades17GB,true
somconnexio.TrucadesIllimitades200GB,true
somconnexio.TrucadesIllimitades30GB,true
somconnexio.TrucadesIllimitades5GB,true
somconnexio.CompartidesFibra1Gb2mobils120GB,true
somconnexio.CompartidesFibra1Gb3mobils120GB,true
somconnexio.PackFibra1GbIL30GB,true
somconnexio.PackFibra300Mb2mobils30GB,true
somconnexio.PackFibra300Mb3mobils30GB,true
somconnexio.PackFibra300MbSF2mobils30GB,true
somconnexio.PackFibra300MbSF3mobils30GB,true
somconnexio.PackSenseFixFibra300MbIL30GB,true
somconnexio.PackFibra300MbIL30GB,true
somconnexio.CompartidesFibra600Mb2mobils120GB,true
somconnexio.CompartidesFibra600Mb3mobils120GB,true
somconnexio.PackFibra600MbIL30GB,true
somconnexio.CompartidesFibra1Gb2mobils120GBEiE,true
somconnexio.CompartidesFibra1Gb3mobils120GBEiE,true
somconnexio.PackFibra1GbIL30GBEiE,true
somconnexio.PackFibra300Mb2mobils30GBEiE,true
somconnexio.PackFibra300Mb3mobils30GBEiE,true
somconnexio.PackFibra300MbSF2mobils30GBEiE,true
somconnexio.PackFibra300MbSF3mobils30GBEiE,true
somconnexio.PackSenseFixFibra300MbIL30GBEiE,true
somconnexio.PackFibra300MbIL30GBEiE,true
somconnexio.CompartidesFibra600Mb2mobils120GBEiE,true
somconnexio.CompartidesFibra600Mb3mobils120GBEiE,true
somconnexio.PackFibra600MbIL30GBEiE,true
somconnexio.DadesAddicionals500MB,true
somconnexio.DadesAddicionals1GB,true
somconnexio.DadesAddicionals3GB,true
somconnexio.DadesAddicionals5GB,true
somconnexio.DadesAddicionals10GB,true
somconnexio.DadesAddicionals10GBCompartides,true
somconnexio.DadesAddicionals20GBCompartides,true
