source;target;kind
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Hoogwater keren;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Scheiden zout-zout water;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Tweezijdig kerend;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Dubbel kerend;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Vierkantkerende puntdeuren;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Omloopriolen;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Elektromechanisch bewegingswerk puntdeur;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);CEMT Va;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Elektrohydraulisch bewegingswerk omloopriool;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Vloeddeuren;has_aspect
10B-001-05: Lorentzsluizen kamer 1 (1931, 2051);Kolkbreedte tussen 10m en 20m;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Hoogwater keren;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Scheiden zout-zout water;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Tweezijdig kerend;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Dubbel kerend;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Vierkantkerende puntdeuren;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Deurschuiven;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);CEMT II;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Vloeddeuren;has_aspect
10B-001-06: Lorentzsluizen kamer 2 (1931, 2051);Kolkbreedte kleiner dan 10m;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Hoogwater keren;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Spuimogelijkheid door kolk;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Eenzijdig kerend;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Enkel kerend;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Vierkantkerende puntdeuren;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Deurschuiven;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);CEMT II;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Kolkbreedte kleiner dan 10m;has_aspect
07F-125-01: Groevesluis-Noord (1960, 2069);Verval kleiner dan 3m;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Hoogwater keren;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Spuimogelijkheid door kolk;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Eenzijdig kerend;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Enkel kerend;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Vierkantkerende puntdeuren;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Deurschuiven;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);CEMT II;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Kolkbreedte kleiner dan 10m;has_aspect
07F-124-01: Groevesluis-Zuid (1963, 2072);Verval kleiner dan 3m;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Hoogwater keren;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Scheiden zout-zout water;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Tweezijdig kerend;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Dubbel kerend;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Vierkantkerende puntdeuren;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Deurschuiven;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);CEMT V;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Middenhoofd;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Kolkbreedte tussen 10m en 20m;has_aspect
07F-002-02: Zeesluizen Farmsum kamer 2 (1958, 2067);Verval tussen 3m en 6m;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Hoogwater keren;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Spuimogelijkheid door kolk;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Eenzijdig kerend;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Enkel kerend;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Vierkantkerende puntdeuren;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Deurschuiven;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
07D-135-01: Slochtersluis (1963, 2072);CEMT II;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Kolkbreedte kleiner dan 10m;has_aspect
07D-135-01: Slochtersluis (1963, 2072);Verval kleiner dan 3m;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Hoogwater keren;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Eenzijdig kerend;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Enkel kerend;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Roldeur;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Omloopriolen;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Elektrohydraulisch bewegingswerk roldeur;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);CEMT II;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Elektromechanisch bewegingswerk omloopriool;has_aspect
07C-003-01: Dorkwerdersluis (MWW) (1929, 2038);Kolkbreedte tussen 10m en 20m;has_aspect
07D-002-04: Oostersluis (1994, 2103);Hoogwater keren;has_aspect
07D-002-04: Oostersluis (1994, 2103);Eenzijdig kerend;has_aspect
07D-002-04: Oostersluis (1994, 2103);Enkel kerend;has_aspect
07D-002-04: Oostersluis (1994, 2103);Vierkantkerende puntdeuren;has_aspect
07D-002-04: Oostersluis (1994, 2103);Deurschuiven;has_aspect
07D-002-04: Oostersluis (1994, 2103);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
07D-002-04: Oostersluis (1994, 2103);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
07D-002-04: Oostersluis (1994, 2103);CEMT Va;has_aspect
07D-002-04: Oostersluis (1994, 2103);Kolkbreedte tussen 10m en 20m;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Hoogwater keren;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Eenzijdig kerend;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Enkel kerend;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Vierkantkerende puntdeuren;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Deurschuiven;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);CEMT Va;has_aspect
06H-350-02: Gaarkeuken (1980, 2089);Kolkbreedte tussen 10m en 20m;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Hoogwater keren;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Scheiden zout-zout water;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Tweezijdig kerend;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Dubbel kerend;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Vierkantkerende puntdeuren;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Deurschuiven;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Elektrohydraulisch bewegingswerk deurschuiven;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Elektromechanisch bewegingswerk puntdeur;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);CEMT Va;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Middenhoofd;has_aspect
14E-001-01: Stevinsluizen (1930, 2051);Kolkbreedte tussen 10m en 20m;has_aspect
20A-100-01: Naviduct Krabbersgat (2000, 2109);Hoogwater keren;has_aspect
20A-100-01: Naviduct Krabbersgat (2000, 2109);Tweezijdig kerend;has_aspect
20A-100-01: Naviduct Krabbersgat (2000, 2109);Enkel kerend;has_aspect
20A-100-01: Naviduct Krabbersgat (2000, 2109);Puntdeur;has_aspect
20A-100-01: Naviduct Krabbersgat (2000, 2109);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
20A-100-01: Naviduct Krabbersgat (2000, 2109);CEMT Vb;has_aspect
20A-100-01: Naviduct Krabbersgat (2000, 2109);Kolkbreedte tussen 10m en 20m;has_aspect
20A-100-02: Naviduct krabbersgat (2000, 2109);Hoogwater keren;has_aspect
20A-100-02: Naviduct krabbersgat (2000, 2109);Tweezijdig kerend;has_aspect
20A-100-02: Naviduct krabbersgat (2000, 2109);Enkel kerend;has_aspect
20A-100-02: Naviduct krabbersgat (2000, 2109);Puntdeur;has_aspect
20A-100-02: Naviduct krabbersgat (2000, 2109);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
20A-100-02: Naviduct krabbersgat (2000, 2109);CEMT Vb;has_aspect
20A-100-02: Naviduct krabbersgat (2000, 2109);Kolkbreedte tussen 10m en 20m;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Hoogwater keren;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Tweezijdig kerend;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Dubbel kerend;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Vierkantkerende puntdeuren;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Omloopriolen;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);CEMT Va;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Elektrohydraulisch bewegingswerk omloopriool;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Vloeddeuren;has_aspect
20A-001-01: Krabbersgatsluis (1969, 2069);Kolkbreedte tussen 10m en 20m;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Hoogwater keren;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Tweezijdig kerend;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Dubbel kerend;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Vierkantkerende puntdeuren;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Omloopriolen;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Elektrohydraulisch bewegingswerk puntdeur;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);CEMT Vb;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Elektrohydraulisch bewegingswerk omloopriool;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Vloeddeuren;has_aspect
20D-001-02: Houtribsluizen (1972, 2072);Kolkbreedte tussen 10m en 20m;has_aspect
21E-001-01: Grote Kolksluis (1942, 2057);Vierkantkerende puntdeuren;has_aspect
21E-001-01: Grote Kolksluis (1942, 2057);Deurschuiven;has_aspect
21E-001-01: Grote Kolksluis (1942, 2057);Elektromechanisch bewegingswerk deurschuiven;has_aspect
21E-001-01: Grote Kolksluis (1942, 2057);Elektromechanisch bewegingswerk puntdeur;has_aspect
